Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
chronische_lebererkrankungen_autoimmune_lebererkrankungen,anamnese_risikofaktoren,,dropdown,Autoimmune Lebererkrankungen,"2.16.840.1.113883.6.96_235890007__2.16.840.1.113883.6.96_410605003,Ja | 2.16.840.1.113883.6.96_235890007__2.16.840.1.113883.6.96_410594000,Nein | 2.16.840.1.113883.6.96_235890007__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[chronische_lebererkrankungen] = ""1.2.276.0.76.5.502_K76.9__2.16.840.1.113883.6.96_328383001__2.16.840.1.113883.6.96_410605003""",,,,,,
chronische_lebererkrankungen_andere,anamnese_risikofaktoren,,dropdown,Andere,"1.2.276.0.76.5.502_K76.9__2.16.840.1.113883.6.96_328383001__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_K76.9__2.16.840.1.113883.6.96_328383001__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_K76.9__2.16.840.1.113883.6.96_328383001__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[chronische_lebererkrankungen] = ""1.2.276.0.76.5.502_K76.9__2.16.840.1.113883.6.96_328383001__2.16.840.1.113883.6.96_410605003""",,,,,,
chronische_lebererkrankungen_andere_textfeld,anamnese_risikofaktoren,,text,"<div align = ""right"">Bitte spezifieren:</div>",,,,,,,"[chronische_lebererkrankungen_andere] = ""1.2.276.0.76.5.502_K76.9__2.16.840.1.113883.6.96_328383001__2.16.840.1.113883.6.96_410605003""",,RH,,,,
rheumatologischeimmunologische_erkrankungen_code,anamnese_risikofaktoren,Rheumatologische / Immunologische Erkrankungen,text,2.16.840.1.113883.6.96_396332003PLUS414029004,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.96_396332003PLUS414029004"""
rheumatologischeimmunologische_erkrankungen,anamnese_risikofaktoren,Rheumatologische / Immunologische Erkrankungen,dropdown,Leidet der / die Patient*in unter einer rheumatologischen / immunologischen Erkrankung?,"2.16.840.1.113883.6.96_396332003PLUS414029004__2.16.840.1.113883.6.96_410605003,Ja | 2.16.840.1.113883.6.96_396332003PLUS414029004__2.16.840.1.113883.6.96_410594000,Nein | 2.16.840.1.113883.6.96_396332003PLUS414029004__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,,,,,,,
rheumatologischeimmunologische_erkrankungen_ignore_for_fhir,anamnese_risikofaktoren,,descriptive,An welcher rheumatologischen / immunologischen Erkrankung leidet der / die Patient*in?,,,,,,,"[rheumatologischeimmunologische_erkrankungen] = ""2.16.840.1.113883.6.96_396332003PLUS414029004__2.16.840.1.113883.6.96_410605003""",,,,,,
rheumatologischeimmunologische_erkrankungen_chronisch_entzuendl_darmerkrankung,anamnese_risikofaktoren,,dropdown,Chronisch entzündliche Darmerkrankung,"1.2.276.0.76.5.502_K52.9__2.16.840.1.113883.6.96_24526004__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_K52.9__2.16.840.1.113883.6.96_24526004__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_K52.9__2.16.840.1.113883.6.96_24526004__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[rheumatologischeimmunologische_erkrankungen] = ""2.16.840.1.113883.6.96_396332003PLUS414029004__2.16.840.1.113883.6.96_410605003""",,,,,,
rheumatologischeimmunologische_erkrankungen_rheumatoide_arthritis,anamnese_risikofaktoren,,dropdown,Rheumatoide Arthritis,"1.2.276.0.76.5.502_M06.99__2.16.840.1.113883.6.96_69896004__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_M06.99__2.16.840.1.113883.6.96_69896004__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_M06.99__2.16.840.1.113883.6.96_69896004__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[rheumatologischeimmunologische_erkrankungen] = ""2.16.840.1.113883.6.96_396332003PLUS414029004__2.16.840.1.113883.6.96_410605003""",,,,,,
rheumatologischeimmunologische_erkrankungen_kollagenosen,anamnese_risikofaktoren,,dropdown,Kollagenosen,"1.2.276.0.76.5.502_M35.9__2.16.840.1.113883.6.96_105969002__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_M35.9__2.16.840.1.113883.6.96_105969002__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_M35.9__2.16.840.1.113883.6.96_105969002__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[rheumatologischeimmunologische_erkrankungen] = ""2.16.840.1.113883.6.96_396332003PLUS414029004__2.16.840.1.113883.6.96_410605003""",,,,,,
rheumatologischeimmunologische_erkrankungen_vaskulitiden,anamnese_risikofaktoren,,dropdown,Vaskulitiden,"1.2.276.0.76.5.502_I77.6__2.16.840.1.113883.6.96_31996006__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_I77.6__2.16.840.1.113883.6.96_31996006__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_I77.6__2.16.840.1.113883.6.96_31996006__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[rheumatologischeimmunologische_erkrankungen] = ""2.16.840.1.113883.6.96_396332003PLUS414029004__2.16.840.1.113883.6.96_410605003""",,,,,,
rheumatologischeimmunologische_erkrankungen_angeborene_immundefekte,anamnese_risikofaktoren,,dropdown,Angeborene Immundefekte,"1.2.276.0.76.5.502_D84.8__2.16.840.1.113883.6.96_36138009__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_D84.8__2.16.840.1.113883.6.96_36138009__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_D84.8__2.16.840.1.113883.6.96_36138009__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[rheumatologischeimmunologische_erkrankungen] = ""2.16.840.1.113883.6.96_396332003PLUS414029004__2.16.840.1.113883.6.96_410605003""",,,,,,
rheumatologischeimmunologische_erkrankungen_andere,anamnese_risikofaktoren,,dropdown,Andere,"1.2.276.0.76.5.502_D84.8__2.16.840.1.113883.6.96_396332003PLUS414029004__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_D84.8__2.16.840.1.113883.6.96_396332003PLUS414029004__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_D84.8__2.16.840.1.113883.6.96_396332003PLUS414029004__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[rheumatologischeimmunologische_erkrankungen] = ""2.16.840.1.113883.6.96_396332003PLUS414029004__2.16.840.1.113883.6.96_410605003""",,,,,,
rheumatologischeimmunologische_erkrankungen_andere_textfeld,anamnese_risikofaktoren,,text,"<div align = ""right"">Bitte spezifieren:</div>",,,,,,,"[rheumatologischeimmunologische_erkrankungen_andere] = ""1.2.276.0.76.5.502_D84.8__2.16.840.1.113883.6.96_396332003PLUS414029004__2.16.840.1.113883.6.96_410605003""",,RH,,,,
bestehende_hivinfektion_code,anamnese_risikofaktoren,Bestehende HIV-Infektion ,text,1.2.276.0.76.5.502_B24__2.16.840.1.113883.6.96_86406008,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""1.2.276.0.76.5.502_B24__2.16.840.1.113883.6.96_86406008"""
bestehende_hivinfektion,anamnese_risikofaktoren,Bestehende HIV-Infektion ,dropdown,Ist der / die Patient*in HIV-infiziert? ,"2.16.840.1.113883.6.96_410605003,Ja | 2.16.840.1.113883.6.96_410594000,Nein | 2.16.840.1.113883.4.642.4.1048_unknown__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,,,,,,,
organtransplantiert_code,anamnese_risikofaktoren,Organtransplantiert,text,1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000"""
organtransplantiert,anamnese_risikofaktoren,Organtransplantiert,dropdown,Ist der / die Patient*in organtransplantiert?,"1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,,,,,,,
organtransplantiert_ignore_for_fhir,anamnese_risikofaktoren,,descriptive,Welche Transplantation wurde durchgeführt?,,,,,,,"[organtransplantiert] = ""1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000__2.16.840.1.113883.6.96_410605003""",,,,,,
organtransplantiert_herz,anamnese_risikofaktoren,,dropdown,Herz,"1.2.276.0.76.5.502_Z94.1__2.16.840.1.113883.6.96_302509004__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_Z94.1__2.16.840.1.113883.6.96_302509004__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_Z94.1__2.16.840.1.113883.6.96_302509004__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[organtransplantiert] = ""1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000__2.16.840.1.113883.6.96_410605003""",,,,,,
organtransplantiert_lunge,anamnese_risikofaktoren,,dropdown,Lunge,"1.2.276.0.76.5.502_Z94.2__2.16.840.1.113883.6.96_181216001__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_Z94.2__2.16.840.1.113883.6.96_181216001__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_Z94.2__2.16.840.1.113883.6.96_181216001__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[organtransplantiert] = ""1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000__2.16.840.1.113883.6.96_410605003""",,,,,,
organtransplantiert_leber,anamnese_risikofaktoren,,dropdown,Leber,"1.2.276.0.76.5.502_Z94.4__2.16.840.1.113883.6.96_181268008__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_Z94.4__2.16.840.1.113883.6.96_181268008__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_Z94.4__2.16.840.1.113883.6.96_181268008__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[organtransplantiert] = ""1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000__2.16.840.1.113883.6.96_410605003""",,,,,,
organtransplantiert_nieren,anamnese_risikofaktoren,,dropdown,Nieren,"1.2.276.0.76.5.502_Z94.0__2.16.840.1.113883.6.96_181414000__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_Z94.0__2.16.840.1.113883.6.96_181414000__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_Z94.0__2.16.840.1.113883.6.96_181414000__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[organtransplantiert] = ""1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000__2.16.840.1.113883.6.96_410605003""",,,,,,
organtransplantiert_darm,anamnese_risikofaktoren,,dropdown,Darm,"1.2.276.0.76.5.502_Z94.88__2.16.840.1.113883.6.96_113276009__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_Z94.88__2.16.840.1.113883.6.96_113276009__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_Z94.88__2.16.840.1.113883.6.96_113276009__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[organtransplantiert] = ""1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000__2.16.840.1.113883.6.96_410605003""",,,,,,
organtransplantiert_haut,anamnese_risikofaktoren,,dropdown,Haut,"1.2.276.0.76.5.502_Z94.5__2.16.840.1.113883.6.96_119181002__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_Z94.5__2.16.840.1.113883.6.96_119181002__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_Z94.5__2.16.840.1.113883.6.96_119181002__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[organtransplantiert] = ""1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000__2.16.840.1.113883.6.96_410605003""",,,,,,
organtransplantiert_hornhaut,anamnese_risikofaktoren,,dropdown,Hornhaut,"1.2.276.0.76.5.502_Z94.7__2.16.840.1.113883.6.96_181162001__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_Z94.7__2.16.840.1.113883.6.96_181162001__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_Z94.7__2.16.840.1.113883.6.96_181162001__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[organtransplantiert] = ""1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000__2.16.840.1.113883.6.96_410605003""",,,,,,
organtransplantiert_gehoerknoechelchen,anamnese_risikofaktoren,,dropdown,Gehörknöchelchen,"1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_41845008__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_41845008__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_41845008__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[organtransplantiert] = ""1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000__2.16.840.1.113883.6.96_410605003""",,,,,,
organtransplantiert_herzklappen,anamnese_risikofaktoren,,dropdown,Herzklappen,"1.2.276.0.76.5.502_Z95.88__2.16.840.1.113883.6.96_181285005__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_Z95.88__2.16.840.1.113883.6.96_181285005__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_Z95.88__2.16.840.1.113883.6.96_181285005__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[organtransplantiert] = ""1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000__2.16.840.1.113883.6.96_410605003""",,,,,,
organtransplantiert_blutgefaess,anamnese_risikofaktoren,,dropdown,Blutgefäß,"1.2.276.0.76.5.502_Z95.5__2.16.840.1.113883.6.96_119206002__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_Z95.5__2.16.840.1.113883.6.96_119206002__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_Z95.5__2.16.840.1.113883.6.96_119206002__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[organtransplantiert] = ""1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000__2.16.840.1.113883.6.96_410605003""",,,,,,
organtransplantiert_hirnhaut,anamnese_risikofaktoren,,dropdown,Hirnhaut,"1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_8935007__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_8935007__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_8935007__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[organtransplantiert] = ""1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000__2.16.840.1.113883.6.96_410605003""",,,,,,
organtransplantiert_knochengewebe,anamnese_risikofaktoren,,dropdown,Knochengewebe,"1.2.276.0.76.5.502_Z94.6__2.16.840.1.113883.6.96_3138006__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_Z94.6__2.16.840.1.113883.6.96_3138006__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_Z94.6__2.16.840.1.113883.6.96_3138006__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[organtransplantiert] = ""1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000__2.16.840.1.113883.6.96_410605003""",,,,,,
organtransplantiert_knorpelgewebe,anamnese_risikofaktoren,,dropdown,Knorpelgewebe,"1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_309312004__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_309312004__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_309312004__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[organtransplantiert] = ""1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000__2.16.840.1.113883.6.96_410605003""",,,,,,
organtransplantiert_sehne,anamnese_risikofaktoren,,dropdown,Sehne,"1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_13024002__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_13024002__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_13024002__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[organtransplantiert] = ""1.2.276.0.76.5.502_Z94.9__2.16.840.1.113883.6.96_161663000__2.16.840.1.113883.6.96_410605003""",,,,,,
diabetes_code,anamnese_risikofaktoren,Diabetes,text,1.2.276.0.76.5.502_E14__2.16.840.1.113883.6.96_73211009,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""1.2.276.0.76.5.502_E14__2.16.840.1.113883.6.96_73211009"""
diabetes,anamnese_risikofaktoren,Diabetes,dropdown,Leidet der / die Patient*in an Diabetes? An welchem Typ Diabetes leidet der / die Patient*in?,"1.2.276.0.76.5.502_E10.9__2.16.840.1.113883.6.96_46635009,Typ 1 | 1.2.276.0.76.5.502_E11.9__2.16.840.1.113883.6.96_44054006,Typ 2 ohne Insulin | 2.16.840.1.113883.6.96_237599002,Typ 2 mit Insulin | 1.2.276.0.76.5.502_E13.9__2.16.840.1.113883.6.96_8801005,Typ 3 | 2.16.840.1.113883.6.96_410594000,Nein | 2.16.840.1.113883.4.642.4.1048_unknown__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,,,,,,,
aktive_tumorkrebserkrankungen_code,anamnese_risikofaktoren,Aktive Tumor-/Krebserkrankungen,text,1.2.276.0.76.5.502_C80.9__2.16.840.1.113883.6.96_363346000,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""1.2.276.0.76.5.502_C80.9__2.16.840.1.113883.6.96_363346000"""
aktive_tumorkrebserkrankungen,anamnese_risikofaktoren,Aktive Tumor-/Krebserkrankungen,dropdown,Leidet der / die Patient*in unter mindestens einer aktiven Tumor-/Krebserkrankung?,"2.16.840.1.113883.4.642.1.1074_active,Aktiv | 2.16.840.1.113883.4.642.1.1074_remission,In Remission | 2.16.840.1.113883.6.96_410594000,Nein | 2.16.840.1.113883.4.642.4.1048_unknown__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,,,,,,,
raucherstatus_code,anamnese_risikofaktoren,Raucherstatus,text,2.16.840.1.113883.6.1_72166-2,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_72166-2"""
raucherstatus,anamnese_risikofaktoren,Raucherstatus,dropdown,Hat der / die Patient*in jemals Zigaretten geraucht? ,"2.16.840.1.113883.6.1_LA18976-3,Ja | 2.16.840.1.113883.6.1_LA18978-9,Nichtraucher | 2.16.840.1.113883.6.1_LA15920-4,Emaliger Raucher | 2.16.840.1.113883.6.1_LA18980-5,Unbekannt",,,,,,,,,,,,
chronische_neurologische_oder_psychiatrische_erkrankungen_code,anamnese_risikofaktoren,Chronische neurologische oder psychiatrische Erkrankungen,text,1.2.276.0.76.5.502_F99PLUSG96.9__2.16.840.1.113883.6.96_74732009PLUS128283000,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""1.2.276.0.76.5.502_F99PLUSG96.9__2.16.840.1.113883.6.96_74732009PLUS128283000"""
chronische_neurologische_oder_psychiatrische_erkrankungen,anamnese_risikofaktoren,Chronische neurologische oder psychiatrische Erkrankungen,dropdown,Leidet der / die Patient*in unter einer chronischen neurologischen Erkrankung?,"1.2.276.0.76.5.502_F99PLUSG96.9__2.16.840.1.113883.6.96_74732009PLUS128283000__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_F99PLUSG96.9__2.16.840.1.113883.6.96_74732009PLUS128283000__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_F99PLUSG96.9__2.16.840.1.113883.6.96_74732009PLUS128283000__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,,,,,,,
chronische_neurologische_oder_psychiatrische_erkrankungen_ignore_for_fhir,anamnese_risikofaktoren,,descriptive,An welcher chronischen neurologischen Erkrankung leidet der / die Patient*in?,,,,,,,"[chronische_neurologische_oder_psychiatrische_erkrankungen] = ""1.2.276.0.76.5.502_F99PLUSG96.9__2.16.840.1.113883.6.96_74732009PLUS128283000__2.16.840.1.113883.6.96_410605003""",,,,,,
chronische_neurologische_oder_psychiatrische_erkrankungen_m_parkinson,anamnese_risikofaktoren,,dropdown,Morbus Parkinson,"1.2.276.0.76.5.502_G20__2.16.840.1.113883.6.96_49049000__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_G20__2.16.840.1.113883.6.96_49049000__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_G20__2.16.840.1.113883.6.96_49049000__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[chronische_neurologische_oder_psychiatrische_erkrankungen] = ""1.2.276.0.76.5.502_F99PLUSG96.9__2.16.840.1.113883.6.96_74732009PLUS128283000__2.16.840.1.113883.6.96_410605003""",,,,,,
chronische_neurologische_oder_psychiatrische_erkrankungen_demenz,anamnese_risikofaktoren,,dropdown,Demenz,"1.2.276.0.76.5.502_F03__2.16.840.1.113883.6.96_52448006__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_F03__2.16.840.1.113883.6.96_52448006__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_F03__2.16.840.1.113883.6.96_52448006__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[chronische_neurologische_oder_psychiatrische_erkrankungen] = ""1.2.276.0.76.5.502_F99PLUSG96.9__2.16.840.1.113883.6.96_74732009PLUS128283000__2.16.840.1.113883.6.96_410605003""",,,,,,
chronische_neurologische_oder_psychiatrische_erkrankungen_multiple_sklerose,anamnese_risikofaktoren,,dropdown,Multiple Sklerose,"1.2.276.0.76.5.502_G35__2.16.840.1.113883.6.96_24700007__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_G35__2.16.840.1.113883.6.96_24700007__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_G35__2.16.840.1.113883.6.96_24700007__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[chronische_neurologische_oder_psychiatrische_erkrankungen] = ""1.2.276.0.76.5.502_F99PLUSG96.9__2.16.840.1.113883.6.96_74732009PLUS128283000__2.16.840.1.113883.6.96_410605003""",,,,,,
chronische_neurologische_oder_psychiatrische_erkrankungen_neuromuskulaere_erkrankungen,anamnese_risikofaktoren,,dropdown,Neuromuskuläre Erkrankungen,"1.2.276.0.76.5.502_G70.9__2.16.840.1.113883.6.96_257277002__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_G70.9__2.16.840.1.113883.6.96_257277002__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_G70.9__2.16.840.1.113883.6.96_257277002__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[chronische_neurologische_oder_psychiatrische_erkrankungen] = ""1.2.276.0.76.5.502_F99PLUSG96.9__2.16.840.1.113883.6.96_74732009PLUS128283000__2.16.840.1.113883.6.96_410605003""",,,,,,
chronische_neurologische_oder_psychiatrische_erkrankungen_epilepsie,anamnese_risikofaktoren,,dropdown,Epilepsie,"1.2.276.0.76.5.502_G40.9__2.16.840.1.113883.6.96_84757009__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_G40.9__2.16.840.1.113883.6.96_84757009__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_G40.9__2.16.840.1.113883.6.96_84757009__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[chronische_neurologische_oder_psychiatrische_erkrankungen] = ""1.2.276.0.76.5.502_F99PLUSG96.9__2.16.840.1.113883.6.96_74732009PLUS128283000__2.16.840.1.113883.6.96_410605003""",,,,,,
chronische_neurologische_oder_psychiatrische_erkrankungen_migraene,anamnese_risikofaktoren,,dropdown,Migräne,"1.2.276.0.76.5.502_G43.9__2.16.840.1.113883.6.96_37796009__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_G43.9__2.16.840.1.113883.6.96_37796009__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_G43.9__2.16.840.1.113883.6.96_37796009__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[chronische_neurologische_oder_psychiatrische_erkrankungen] = ""1.2.276.0.76.5.502_F99PLUSG96.9__2.16.840.1.113883.6.96_74732009PLUS128283000__2.16.840.1.113883.6.96_410605003""",,,,,,
